,title,year,vote_count,vote_average,popularity,genres,weighted_rating,tagline,overview,id,poster_path,description,cast,crew,keywords,mixed_credits
2130,Pompeii,2014,1294,5,12.204174,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",5.061507598254876,No warning. No escape.,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",76649,/idiv0IxVhVSDW8cWxfprYyY5Yev.jpg,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.No warning. No escape.","['kitharington', 'carrie-annemoss', 'emilybrowning']",['paulw.s.anderson'],"['gladiat', 'arena', 'gladiatorfight', 'lava', 'roman', 'forbiddenlov', 'naturaldisast', 'epic', 'disast', 'slave', 'towninpan', 'vulcan', 'volcanicerupt', 'pompeii', '3d']",Action Adventure History Romance Drama kitharington carrie-annemoss emilybrowning paulw.s.anderson paulw.s.anderson paulw.s.anderson gladiat arena gladiatorfight lava roman forbiddenlov naturaldisast epic disast slave towninpan vulcan volcanicerupt pompeii 3d
2131,Abraham Lincoln: Vampire Hunter,2012,1297,5,7.922636,"['Action', 'Fantasy', 'Horror']",5.061400999297762,Are you a patriot or a vampire?,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",72331,/lHcaLiPDDrLmJAL2MTlMzgM2s2x.jpg,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.Are you a patriot or a vampire?","['benjaminwalker', 'dominiccooper', 'anthonymackie']",['timurbekmambetov'],"['usapresid', 'vampir', 'steamlocomot', 'americancivilwar', '19thcenturi', 'abrahamlincoln', '3d']",Action Fantasy Horror benjaminwalker dominiccooper anthonymackie timurbekmambetov timurbekmambetov timurbekmambetov usapresid vampir steamlocomot americancivilwar 19thcenturi abrahamlincoln 3d
2132,Gods of Egypt,2016,1303,5,13.337707,['Fantasy'],5.061188906035939,The battle for eternity begins,A common thief joins a mythical god on a quest through Egypt.,205584,/uPqAW07bGoljf3cmT5gecdOvVol.jpg,A common thief joins a mythical god on a quest through Egypt.The battle for eternity begins,"['brentonthwaites', 'nikolajcoster-waldau', 'gerardbutler']",['alexproyas'],"['egypt', 'underworld', 'fight', 'mytholog', 'nile', 'war', 'thief', 'rescu', 'desert', 'god', 'egyptianmytholog', 'egyptian', 'myth']",Fantasy brentonthwaites nikolajcoster-waldau gerardbutler alexproyas alexproyas alexproyas egypt underworld fight mytholog nile war thief rescu desert god egyptianmytholog egyptian myth
2133,"Hail, Caesar!",2016,1338,5,11.241366,"['Comedy', 'Drama', 'Mystery']",5.059980321548773,Lights. Camera. Abduction.,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",270487,/rzMYZYphL9qrbBClQq1Jc0zPMmY.jpg,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.Lights. Camera. Abduction.","['joshbrolin', 'georgeclooney', 'aldenehrenreich']",['joelcoen'],"['journalist', 'cat', 'ransom', 'kidnap', 'ancientrom', 'movieinmovi', 'hollywood', 'perioddrama']",Comedy Drama Mystery joshbrolin georgeclooney aldenehrenreich joelcoen joelcoen joelcoen journalist cat ransom kidnap ancientrom movieinmovi hollywood perioddrama
2134,The Last Witch Hunter,2015,1345,5,13.412445,"['Fantasy', 'Action', 'Adventure']",5.0597443112897285,Hunt forever.,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",274854,/xw1GFKzxjgfm3dQoK1swFcHmfaC.jpg,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.Hunt forever.","['vindiesel', 'roseleslie', 'elijahwood']",['breckeisner'],"['newyork', 'witch', 'upris', 'witchhunt']",Fantasy Action Adventure vindiesel roseleslie elijahwood breckeisner breckeisner breckeisner newyork witch upris witchhunt
2135,The Golden Compass,2007,1347,5,11.481379,"['Adventure', 'Fantasy']",5.0596772205415075,There are worlds beyond our own - the compass will show the way.,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2268,/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.There are worlds beyond our own - the compass will show the way.","['dakotabluerichards', 'nicolekidman', 'danielcraig']",['chrisweitz'],"['england', 'compass', 'experi', 'lordship', 'uncl', 'polarbear', 'orphan', 'anim', 'basedonyoungadultnovel']",Adventure Fantasy dakotabluerichards nicolekidman danielcraig chrisweitz chrisweitz chrisweitz england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel
2136,Paranormal Activity,2007,1351,5,12.706424,"['Horror', 'Mystery']",5.059543490075308,What Happens When You Sleep?,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",23827,/ns7J1iMSDs5UkEVjMXLPiss7Lrt.jpg,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.What Happens When You Sleep?","['katiefeatherston', 'micahsloat', 'markfredrichs']",['orenpeli'],"['haunt', 'psychic', 'entiti', 'demonicpossess', 'foundfootag']",Horror Mystery katiefeatherston micahsloat markfredrichs orenpeli orenpeli orenpeli haunt psychic entiti demonicpossess foundfootag
2137,Journey to the Center of the Earth,2008,1353,5,10.419974,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",5.059476849347748,Same Planet. Different World.,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",88751,/nlYk34gpPfM6KFujxB9HTHZyeiL.jpg,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.Same Planet. Different World.","['brendanfraser', 'joshhutcherson', 'anitabriem']",['ericbrevig'],"['volcano', 'prehistor', 'dinosaur', 'prehistoriccreatur', '3d']",Action Science Fiction Adventure Comedy Family brendanfraser joshhutcherson anitabriem ericbrevig ericbrevig ericbrevig volcano prehistor dinosaur prehistoriccreatur 3d
2138,47 Ronin,2013,1357,5,14.88937,"['Drama', 'Action', 'Adventure', 'Fantasy']",5.059344014396665,For courage. For loyalty. For honor.,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",64686,/pUH46wa0n4zXZytpriSaoNUXai4.jpg,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.For courage. For loyalty. For honor.","['keanureeves', 'hiroyukisanada', 'koushibasaki']",['carlrinsch'],"['japan', 'suicid', 'samurai', 'basedontruestori', 'samuraisword', 'ronin', 'shogun', 'halfbre', '3d']",Drama Action Adventure Fantasy keanureeves hiroyukisanada koushibasaki carlrinsch carlrinsch carlrinsch japan suicid samurai basedontruestori samuraisword ronin shogun halfbre 3d
2139,Resident Evil: Afterlife,2010,1382,5,0.452934,"['Action', 'Adventure', 'Horror', 'Science Fiction']",5.058527053846049,She's back...And she's bringing a few of her friends.,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",35791,/wEgqGu01JtIyxXhYrr4hsgds1uZ.jpg,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.She's back...And she's bringing a few of her friends.","['millajovovich', 'wentworthmiller', 'alilarter']",['paulw.s.anderson'],"['post-apocalypt', 'dystopia', 'undead', 'biohazard', 'evilcorpor', 'residentevil', 'zombi', 'basedonvideogam', 'duringcreditssting', '3d']",Action Adventure Horror Science Fiction millajovovich wentworthmiller alilarter paulw.s.anderson paulw.s.anderson paulw.s.anderson post-apocalypt dystopia undead biohazard evilcorpor residentevil zombi basedonvideogam duringcreditssting 3d
2140,Alien: Resurrection,1997,1388,5,15.57784,"['Science Fiction', 'Horror', 'Action']",5.058334319310881,It's already too late.,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",8078,/ve2P64a9kzd7M78kfeaEzBEIEOR.jpg,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.It's already too late.","['sigourneyweaver', 'winonaryder', 'braddourif']",['jean-pierrejeunet'],"['android', 'mercenari', 'dystopia', 'sequel', 'alien', 'betray', 'impal', 'clone', 'scientist', 'flamethrow', 'disembowel', 'smuggler', 'genemanipul', 'maninwheelchair', 'breed', 'geneticengin', 'regener', 'xenomorph', 'alienqueen', 'explosivedecompress', 'swimmingunderwat']",Science Fiction Horror Action sigourneyweaver winonaryder braddourif jean-pierrejeunet jean-pierrejeunet jean-pierrejeunet android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler genemanipul maninwheelchair breed geneticengin regener xenomorph alienqueen explosivedecompress swimmingunderwat
2141,This Means War,2012,1411,5,12.366641,"['Action', 'Comedy', 'Romance']",5.057607116414323,It's SPY Against SPY,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,59962,/8eqEw3NGdqAfGtHyCTiuoMb4RrM.jpg,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.It's SPY Against SPY,"['reesewitherspoon', 'chrispine', 'tomhardy']",['mcg'],"['lovetriangl', 'friendship', 'date', 'sushibar', 'explodingairplan', 'onlined', 'stabl', 'karateclass', 'dogshelt']",Action Comedy Romance reesewitherspoon chrispine tomhardy mcg mcg mcg lovetriangl friendship date sushibar explodingairplan onlined stabl karateclass dogshelt
2142,The Mummy: Tomb of the Dragon Emperor,2008,1418,5,14.250227,"['Adventure', 'Action', 'Fantasy']",5.057389378933276,A New Evil Awakens.,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",1735,/53hrZvxiV3HgG6pdhuMeErIc7Hg.jpg,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.A New Evil Awakens.","['brendanfraser', 'jetli', 'johnhannah']",['robcohen'],[],Adventure Action Fantasy brendanfraser jetli johnhannah robcohen robcohen robcohen
2143,Superman Returns,2006,1429,5,13.284712,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",5.057050525917567,,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",1452,/e3aLTaD5ppxo3en0GAGceekEPAe.jpg,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.","['brandonrouth', 'kevinspacey', 'katebosworth']",['bryansinger'],"['savingtheworld', 'dccomic', 'invulner', 'sequel', 'superhero', 'basedoncom', 'kryptonit', 'superpow', 'superhumanstrength', 'lexluthor']",Adventure Fantasy Action Science Fiction brandonrouth kevinspacey katebosworth bryansinger bryansinger bryansinger savingtheworld dccomic invulner sequel superhero basedoncom kryptonit superpow superhumanstrength lexluthor
2144,Dirty Grandpa,2016,1429,5,16.290586,['Comedy'],5.057050525917567,This is Jason. He's a little worried about his grandpa.,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",291870,/cZEx6mB5Ftnt7LvlDjTKXcrTvyg.jpg,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.This is Jason. He's a little worried about his grandpa.","['zacefron', 'robertdeniro', 'juliannehough']",['danmazer'],"['grandfathergrandsonrelationship', 'grandfath', 'roadtrip', 'wed', 'retir', 'pervert', 'armygener', 'sexcomedi']",Comedy zacefron robertdeniro juliannehough danmazer danmazer danmazer grandfathergrandsonrelationship grandfath roadtrip wed retir pervert armygener sexcomedi
2145,Lara Croft Tomb Raider: The Cradle of Life,2003,1443,5,13.076349,"['Action', 'Adventure', 'Fantasy', 'Thriller']",5.056625002548975,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",1996,/pkSnQzjjQ3Z9B2CJVSZCfL0Ea3s.jpg,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box","['angelinajolie', 'gerardbutler', 'noahtaylor']",['jandebont'],"['riddl', 'treasur', 'medallion', 'kenia', 'alexanderthegreat', ""pandora'sbox"", 'chinesemafia', 'treasurehunt', 'hongkong', 'archaeologist', 'basedonvideogam', 'archeology\xa0']",Action Adventure Fantasy Thriller angelinajolie gerardbutler noahtaylor jandebont jandebont jandebont riddl treasur medallion kenia alexanderthegreat pandora'sbox chinesemafia treasurehunt hongkong archaeologist basedonvideogam archeology 
2146,xXx,2002,1454,5,12.722381,"['Action', 'Adventure', 'Thriller']",5.0562950899281915,A New Breed Of Secret Agent.,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",7451,/fPHNTG1OXFBQ6aEVO7Lv8tSgfrY.jpg,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.A New Breed Of Secret Agent.","['vindiesel', 'asiaargento', 'samuell.jackson']",['robcohen'],"['sportscar', 'biologicalweapon', 'coldwar', 'russian', 'pragu', 'mission', 'athlet', 'nsaagent', 'adrenalinejunki', 'thrillseek']",Action Adventure Thriller vindiesel asiaargento samuell.jackson robcohen robcohen robcohen sportscar biologicalweapon coldwar russian pragu mission athlet nsaagent adrenalinejunki thrillseek
2147,Happy Feet,2006,1457,5,15.088318,"['Animation', 'Comedy']",5.056205779896576,WARNING: May Cause Toe-Tapping.,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",9836,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!WARNING: May Cause Toe-Tapping.","['elijahwood', 'robinwilliams', 'brittanymurphy']",['georgemiller'],"['ocean', 'fish', 'zoo', 'penguin', 'tapdanc', 'love', 'crush', 'snow', 'anthropomorph', 'sing', 'antarctica', 'famili', 'duringcreditssting']",Animation Comedy elijahwood robinwilliams brittanymurphy georgemiller georgemiller georgemiller ocean fish zoo penguin tapdanc love crush snow anthropomorph sing antarctica famili duringcreditssting
2148,Wrath of the Titans,2012,1459,5,7.739904,['Adventure'],5.056146397139158,Feel the Wrath,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",57165,/Albfq3ziSCQVyh5PzMSsFmmgHmy.jpg,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.Feel the Wrath","['samworthington', 'liamneeson', 'ralphfiennes']",['jonathanliebesman'],"['underworld', 'hade', 'mytholog', 'greekmytholog', 'zeus', 'perseus', 'god', 'ancientgreec', 'are', 'basedonmythsorfolklor', '3d']",Adventure samworthington liamneeson ralphfiennes jonathanliebesman jonathanliebesman jonathanliebesman underworld hade mytholog greekmytholog zeus perseus god ancientgreec are basedonmythsorfolklor 3d
2149,Battle: Los Angeles,2011,1462,5,6.753746,"['Action', 'Science Fiction']",5.056057557903178,It's not war. It's survival.,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",44943,/eduBDZvRNGxvqsBgfzxyBgWMKlE.jpg,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.It's not war. It's survival.","['aaroneckhart', 'ramónrodríguez', 'willrothhaar']",['jonathanliebesman'],"['savingtheworld', 'hero', 'marinecorp', 'chao', 'retir', 'survivor', 'meteor', 'spaceinvas', 'alien', 'battlefield', 'surviv', 'sergeant', 'losangel', 'battl', 'danger', 'escapad', 'u.s.marin', 'heroicmiss', 'evilalien', 'chaosandmayham']",Action Science Fiction aaroneckhart ramónrodríguez willrothhaar jonathanliebesman jonathanliebesman jonathanliebesman savingtheworld hero marinecorp chao retir survivor meteor spaceinvas alien battlefield surviv sergeant losangel battl danger escapad u.s.marin heroicmiss evilalien chaosandmayham
2150,The Great Wall,2016,1465,5,15.884744,"['Action', 'Adventure', 'Fantasy']",5.055968999359887,1700 years to build. 5500 miles long. What were they trying to keep out?,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,311324,/hm0Z5tpRlSzPO97U5e2Q32Y0Xrb.jpg,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.1700 years to build. 5500 miles long. What were they trying to keep out?,"['mattdamon', 'jingtian', 'willemdafoe']",['zhangyimou'],"['china', 'monster', 'archer', 'femalesoldi', 'explos', 'perioddrama', 'britishsoldi', 'greatwallofchina', '3d', '15thcenturi', 'femalegener']",Action Adventure Fantasy mattdamon jingtian willemdafoe zhangyimou zhangyimou zhangyimou china monster archer femalesoldi explos perioddrama britishsoldi greatwallofchina 3d 15thcenturi femalegener
2151,Parker,2013,1467,5,13.963892,"['Action', 'Crime']",5.055910115615164,"To get away clean, you have to play dirty.","A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",119283,/f5KkE5sOdcNF7eb15cCTIzDVlys.jpg,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.To get away clean, you have to play dirty.","['jasonstatham', 'jenniferlopez', 'nicknolte']",['taylorhackford'],"['professionalthief', 'jewelrobberi']",Action Crime jasonstatham jenniferlopez nicknolte taylorhackford taylorhackford taylorhackford professionalthief jewelrobberi
2152,Neighbors 2: Sorority Rising,2016,1490,5,9.914008,['Comedy'],5.055241751447206,New neighbors.,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,325133,/bWUeJHbKIyT306WtJFRHoSzX9nk.jpg,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.New neighbors.,"['sethrogen', 'rosebyrne', 'zacefron']",['nicholasstoller'],"['alcohol', 'colleg', 'parti', 'sequel', 'soror', 'neighbor', 'famili', 'fratern', 'bathroomhumor']",Comedy sethrogen rosebyrne zacefron nicholasstoller nicholasstoller nicholasstoller alcohol colleg parti sequel soror neighbor famili fratern bathroomhumor
2153,A Million Ways to Die in the West,2014,1494,5,10.38391,"['Comedy', 'Western']",5.05512714200437,Bring protection.,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",188161,/12fqfvUmBOPg2pA0RsEhc31P28O.jpg,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.Bring protection.","['sethmacfarlane', 'charlizetheron', 'liamneeson']",['sethmacfarlane'],"['gunsling', 'farmer', 'wildwest', 'laxat']",Comedy Western sethmacfarlane charlizetheron liamneeson sethmacfarlane sethmacfarlane sethmacfarlane gunsling farmer wildwest laxat
2154,xXx: Return of Xander Cage,2017,1497,5,17.918269,"['Action', 'Adventure', 'Crime']",5.05504149652223,"There are no more patriots, just rebels and tyrants.","Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",47971,/yNsdyNbQqaKN0TQxkHMws2KLTJ6.jpg,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.There are no more patriots, just rebels and tyrants.","['vindiesel', 'icecube', 'samuell.jackson']",['d.j.caruso'],"['tattoo', 'spi', 'airplan', 'secretag', 'parachut', 'swimmingpool', 'sequel', 'extremesport', 'backfromthedead', 'freefal']",Action Adventure Crime vindiesel icecube samuell.jackson d.j.caruso d.j.caruso d.j.caruso tattoo spi airplan secretag parachut swimmingpool sequel extremesport backfromthedead freefal
2155,Carrie,2013,1505,5,18.399055,"['Drama', 'Horror']",5.054814404220952,Know her name. Fear her power.,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",133805,/j0999NYddCGcishJlxluDRQIn6k.jpg,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.Know her name. Fear her power.","['chloëgracemoretz', 'juliannemoore', 'judygreer']",['kimberlypeirce'],"['terror', 'basedonnovel', 'power', 'telekinesi', 'highschool', 'remak', 'reveng', 'murder', 'prank', 'prom', 'teenag', 'explos', 'violenc', 'religi', 'humili', 'womandirector']",Drama Horror chloëgracemoretz juliannemoore judygreer kimberlypeirce kimberlypeirce kimberlypeirce terror basedonnovel power telekinesi highschool remak reveng murder prank prom teenag explos violenc religi humili womandirector
2156,The Sorcerer's Apprentice,2010,1526,5,12.533525,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",5.054227107032871,It's The Coolest Job Ever.,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",27022,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.It's The Coolest Job Ever.","['nicolascage', 'jaybaruchel', 'monicabellucci']",['jonturteltaub'],"['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castl', 'water', 'apprentic', 'train', 'merlin', 'love', 'mission', 'sorcer', 'dragon', 'aftercreditssting', 'apprendista', 'morgana']",Fantasy Adventure Action Comedy Drama nicolascage jaybaruchel monicabellucci jonturteltaub jonturteltaub jonturteltaub witch fire wolf fountain magic book castl water apprentic train merlin love mission sorcer dragon aftercreditssting apprendista morgana
